geo_level,geo_name,year,state_name,pct_black_alone,debt_to_income_ratio_high
county,"District of Columbia, District of Columbia",2007,District of Columbia,44.7,0.78
county,"Alachua County, Florida",2007,Florida,19.9,1.58
county,"Bay County, Florida",2007,Florida,10.4,2.61
county,"Bradford County, Florida",2007,Florida,19.3,2.61
county,"Brevard County, Florida",2007,Florida,9.7,3.43
county,"Broward County, Florida",2007,Florida,28.5,3.43
county,"Charlotte County, Florida",2007,Florida,5.4,
county,"Citrus County, Florida",2007,Florida,2.5,
county,"Clay County, Florida",2007,Florida,11,
county,"Collier County, Florida",2007,Florida,6.6,
county,"Columbia County, Florida",2007,Florida,17.7,2.15
county,"DeSoto County, Florida",2007,Florida,12.5,2.15
county,"Duval County, Florida",2007,Florida,29.4,1.82
county,"Escambia County, Florida",2007,Florida,21.8,2.15
county,"Flagler County, Florida",2007,Florida,9.8,
county,"Gadsden County, Florida",2007,Florida,55.3,3.43
county,"Glades County, Florida",2007,Florida,14,3.43
county,"Gulf County, Florida",2007,Florida,14.7,
county,"Hardee County, Florida",2007,Florida,5.8,2.15
county,"Hendry County, Florida",2007,Florida,10.8,2.61
county,"Hernando County, Florida",2007,Florida,5.2,
county,"Highlands County, Florida",2007,Florida,9,3.43
county,"Hillsborough County, Florida",2007,Florida,16.5,2.15
county,"Holmes County, Florida",2007,Florida,7.1,3.43
county,"Indian River County, Florida",2007,Florida,8.2,
county,"Lake County, Florida",2007,Florida,10.5,
county,"Lee County, Florida",2007,Florida,8.1,
county,"Leon County, Florida",2007,Florida,31,1.58
county,"Levy County, Florida",2007,Florida,8.4,
county,"Manatee County, Florida",2007,Florida,8.3,
county,"Marion County, Florida",2007,Florida,12.6,3.43
county,"Martin County, Florida",2007,Florida,5.6,
county,"Miami-Dade County, Florida",2007,Florida,16.3,3.43
county,"Monroe County, Florida",2007,Florida,7.2,
county,"Nassau County, Florida",2007,Florida,5.5,
county,"Okaloosa County, Florida",2007,Florida,9.6,3.43
county,"Okeechobee County, Florida",2007,Florida,8.6,2.61
county,"Orange County, Florida",2007,Florida,20.7,2.15
county,"Osceola County, Florida",2007,Florida,10.9,
county,"Palm Beach County, Florida",2007,Florida,18.6,3.43
county,"Pasco County, Florida",2007,Florida,5.9,
county,"Pinellas County, Florida",2007,Florida,10.3,2.61
county,"Polk County, Florida",2007,Florida,15,2.61
county,"Putnam County, Florida",2007,Florida,16,2.15
county,"St. Johns County, Florida",2007,Florida,5.3,
county,"St. Lucie County, Florida",2007,Florida,20.4,
county,"Santa Rosa County, Florida",2007,Florida,5.9,
county,"Sarasota County, Florida",2007,Florida,4.3,
county,"Seminole County, Florida",2007,Florida,11.9,3.43
county,"Sumter County, Florida",2007,Florida,7.3,3.43
county,"Suwannee County, Florida",2007,Florida,11.7,2.15
county,"Taylor County, Florida",2007,Florida,22.5,1.58
county,"Volusia County, Florida",2007,Florida,10.9,
county,"Wakulla County, Florida",2007,Florida,13.5,
county,"Walton County, Florida",2007,Florida,4.2,
county,"Washington County, Florida",2007,Florida,14.9,3.43
county,"Baker County, Georgia",2007,Georgia,39,3.43
county,"Baldwin County, Georgia",2007,Georgia,41.5,1.37
county,"Barrow County, Georgia",2007,Georgia,12.5,
county,"Bartow County, Georgia",2007,Georgia,10.3,2.61
county,"Berrien County, Georgia",2007,Georgia,9.8,2.61
county,"Bibb County, Georgia",2007,Georgia,54.3,1.19
county,"Bryan County, Georgia",2007,Georgia,14.2,
county,"Bulloch County, Georgia",2007,Georgia,27.9,2.15
county,"Burke County, Georgia",2007,Georgia,46.4,1.37
county,"Butts County, Georgia",2007,Georgia,28.1,
county,"Camden County, Georgia",2007,Georgia,18.4,2.61
county,"Carroll County, Georgia",2007,Georgia,20,2.61
county,"Catoosa County, Georgia",2007,Georgia,2.3,
county,"Charlton County, Georgia",2007,Georgia,27.6,1.01
county,"Chatham County, Georgia",2007,Georgia,40.4,1.82
county,"Chattahoochee County, Georgia",2007,Georgia,19.5,3.43
county,"Cherokee County, Georgia",2007,Georgia,7.3,
county,"Clarke County, Georgia",2007,Georgia,27.8,1.19
county,"Clayton County, Georgia",2007,Georgia,70.5,1.82
county,"Cobb County, Georgia",2007,Georgia,27.5,2.61
county,"Columbia County, Georgia",2007,Georgia,16.9,
county,"Cook County, Georgia",2007,Georgia,26.8,2.61
county,"Coweta County, Georgia",2007,Georgia,17.6,
county,"Dade County, Georgia",2007,Georgia,1.1,3.43
county,"Dawson County, Georgia",2007,Georgia,0.9,
county,"DeKalb County, Georgia",2007,Georgia,52.8,2.15
county,"Dougherty County, Georgia",2007,Georgia,69.9,1.19
county,"Douglas County, Georgia",2007,Georgia,48.3,
county,"Effingham County, Georgia",2007,Georgia,13.6,
county,"Elbert County, Georgia",2007,Georgia,28.6,1.82
county,"Evans County, Georgia",2007,Georgia,28.4,1.01
county,"Fayette County, Georgia",2007,Georgia,24,
county,"Floyd County, Georgia",2007,Georgia,14.1,1.58
county,"Forsyth County, Georgia",2007,Georgia,3.8,
county,"Fulton County, Georgia",2007,Georgia,43.5,1.19
county,"Glynn County, Georgia",2007,Georgia,25.4,1.82
county,"Gordon County, Georgia",2007,Georgia,3.2,2.15
county,"Greene County, Georgia",2007,Georgia,33,
county,"Gwinnett County, Georgia",2007,Georgia,28.3,2.61
county,"Habersham County, Georgia",2007,Georgia,3.3,2.61
county,"Hall County, Georgia",2007,Georgia,7.1,2.61
county,"Harris County, Georgia",2007,Georgia,15.7,
county,"Henry County, Georgia",2007,Georgia,46.7,
county,"Houston County, Georgia",2007,Georgia,31.5,2.15
county,"Jackson County, Georgia",2007,Georgia,7.4,
county,"Jones County, Georgia",2007,Georgia,24.4,
county,"Lamar County, Georgia",2007,Georgia,27.9,
county,"Laurens County, Georgia",2007,Georgia,38.4,1.58
county,"Lee County, Georgia",2007,Georgia,22.8,
county,"Liberty County, Georgia",2007,Georgia,41.4,2.61
county,"Lowndes County, Georgia",2007,Georgia,37.1,2.15
county,"Lumpkin County, Georgia",2007,Georgia,1.5,
county,"Macon County, Georgia",2007,Georgia,60.6,1.01
county,"Monroe County, Georgia",2007,Georgia,22.4,3.43
county,"Murray County, Georgia",2007,Georgia,0.7,2.15
county,"Muscogee County, Georgia",2007,Georgia,46.4,1.82
county,"Newton County, Georgia",2007,Georgia,45.7,
county,"Oconee County, Georgia",2007,Georgia,3.6,
county,"Paulding County, Georgia",2007,Georgia,20.3,
county,"Peach County, Georgia",2007,Georgia,44.6,2.61
county,"Pike County, Georgia",2007,Georgia,8.6,
county,"Polk County, Georgia",2007,Georgia,12.3,1.82
county,"Richmond County, Georgia",2007,Georgia,55.8,1.19
county,"Rockdale County, Georgia",2007,Georgia,56.3,3.43
county,"Seminole County, Georgia",2007,Georgia,32.6,3.43
county,"Spalding County, Georgia",2007,Georgia,34.2,3.43
county,"Stephens County, Georgia",2007,Georgia,10.8,2.61
county,"Stewart County, Georgia",2007,Georgia,59.4,1.19
county,"Sumter County, Georgia",2007,Georgia,51.4,1.58
county,"Telfair County, Georgia",2007,Georgia,35.3,3.43
county,"Tift County, Georgia",2007,Georgia,29.1,1.58
county,"Toombs County, Georgia",2007,Georgia,25.8,1.37
county,"Troup County, Georgia",2007,Georgia,36.7,1.58
county,"Walker County, Georgia",2007,Georgia,4,
county,"Walton County, Georgia",2007,Georgia,18.4,
county,"Ware County, Georgia",2007,Georgia,30.4,1.01
county,"Washington County, Georgia",2007,Georgia,52,1.82
county,"Wayne County, Georgia",2007,Georgia,18.6,1.58
county,"White County, Georgia",2007,Georgia,1.7,
county,"Whitfield County, Georgia",2007,Georgia,3.4,1.19
county,"Hawaii County, Hawaii",2007,Hawaii,0.7,3.43
county,"Honolulu County, Hawaii",2007,Hawaii,2.5,2.61
county,"Kauai County, Hawaii",2007,Hawaii,0.5,3.43
county,"Maui County, Hawaii",2007,Hawaii,0.7,3.43
county,"Ada County, Idaho",2007,Idaho,1.3,2.15
county,"Bannock County, Idaho",2007,Idaho,0.8,1.82
county,"Benewah County, Idaho",2007,Idaho,0.8,1.82
county,"Bingham County, Idaho",2007,Idaho,0.1,2.15
county,"Bonner County, Idaho",2007,Idaho,0.3,3.43
county,"Bonneville County, Idaho",2007,Idaho,0.4,2.15
county,"Canyon County, Idaho",2007,Idaho,0.6,3.43
county,"Cassia County, Idaho",2007,Idaho,0.1,1.37
county,"Clearwater County, Idaho",2007,Idaho,0.3,2.15
county,"Elmore County, Idaho",2007,Idaho,2.6,
county,"Kootenai County, Idaho",2007,Idaho,0.3,3.43
county,"Latah County, Idaho",2007,Idaho,1.2,2.61
county,"Lewis County, Idaho",2007,Idaho,1.1,
county,"Lincoln County, Idaho",2007,Idaho,0,3.43
county,"Madison County, Idaho",2007,Idaho,0.5,1.58
county,"Nez Perce County, Idaho",2007,Idaho,0.1,1.37
county,"Payette County, Idaho",2007,Idaho,0.2,3.43
county,"Twin Falls County, Idaho",2007,Idaho,0.7,1.82
county,"Adams County, Illinois",2007,Illinois,4,1.19
county,"Boone County, Illinois",2007,Illinois,2.7,3.43
county,"Bureau County, Illinois",2007,Illinois,0.6,1.58
county,"Carroll County, Illinois",2007,Illinois,3,2.15
county,"Cass County, Illinois",2007,Illinois,3.5,1.01
county,"Champaign County, Illinois",2007,Illinois,13.1,1.58
county,"Clark County, Illinois",2007,Illinois,0.8,2.61
county,"Clinton County, Illinois",2007,Illinois,3.4,2.15
county,"Coles County, Illinois",2007,Illinois,3.9,1.01
county,"Cook County, Illinois",2007,Illinois,23,1.58
county,"Crawford County, Illinois",2007,Illinois,5.2,1.19
county,"DeKalb County, Illinois",2007,Illinois,7.9,2.61
county,"DuPage County, Illinois",2007,Illinois,4.9,1.82
county,"Effingham County, Illinois",2007,Illinois,0.6,1.01
county,"Fayette County, Illinois",2007,Illinois,4.4,1.58
county,"Franklin County, Illinois",2007,Illinois,0.6,1.82
county,"Fulton County, Illinois",2007,Illinois,3.2,2.61
county,"Grundy County, Illinois",2007,Illinois,1.3,1.82
county,"Hancock County, Illinois",2007,Illinois,0.7,1.82
county,"Henry County, Illinois",2007,Illinois,2.2,3.43
county,"Jackson County, Illinois",2007,Illinois,14.5,1.01
county,"Jefferson County, Illinois",2007,Illinois,8.2,1.01
county,"Jo Daviess County, Illinois",2007,Illinois,0.7,1.82
county,"Johnson County, Illinois",2007,Illinois,9.1,2.61
county,"Kane County, Illinois",2007,Illinois,5.4,2.61
county,"Kankakee County, Illinois",2007,Illinois,14.6,1.82
county,"Kendall County, Illinois",2007,Illinois,8.2,
county,"Knox County, Illinois",2007,Illinois,8.8,1.58
county,"Lake County, Illinois",2007,Illinois,6.7,2.15
county,"LaSalle County, Illinois",2007,Illinois,2.7,1.37
county,"Lee County, Illinois",2007,Illinois,5.4,1.58
county,"Livingston County, Illinois",2007,Illinois,3.6,1.01
county,"Logan County, Illinois",2007,Illinois,7.2,1.58
county,"McDonough County, Illinois",2007,Illinois,5.2,0.78
county,"McHenry County, Illinois",2007,Illinois,1.5,
county,"McLean County, Illinois",2007,Illinois,8.3,1.37
county,"Macon County, Illinois",2007,Illinois,16.3,1.19
county,"Macoupin County, Illinois",2007,Illinois,1,2.61
county,"Madison County, Illinois",2007,Illinois,8.6,2.61
county,"Marion County, Illinois",2007,Illinois,3.8,1.37
county,"Monroe County, Illinois",2007,Illinois,0.2,
county,"Morgan County, Illinois",2007,Illinois,6.4,1.37
county,"Moultrie County, Illinois",2007,Illinois,1,1.19
county,"Ogle County, Illinois",2007,Illinois,1.2,2.61
county,"Peoria County, Illinois",2007,Illinois,17.6,1.19
county,"Perry County, Illinois",2007,Illinois,8.5,1.82
county,"Piatt County, Illinois",2007,Illinois,0.6,
county,"Pike County, Illinois",2007,Illinois,0.9,1.82
county,"Randolph County, Illinois",2007,Illinois,10.7,1.19
county,"Rock Island County, Illinois",2007,Illinois,11,1.01
county,"St. Clair County, Illinois",2007,Illinois,29.2,2.15
county,"Sangamon County, Illinois",2007,Illinois,12.7,1.01
county,"Shelby County, Illinois",2007,Illinois,0.3,2.15
county,"Stephenson County, Illinois",2007,Illinois,9.4,1.01
county,"Tazewell County, Illinois",2007,Illinois,1.3,1.19
county,"Union County, Illinois",2007,Illinois,1.4,1.19
county,"Vermilion County, Illinois",2007,Illinois,14.4,1.58
county,"Wabash County, Illinois",2007,Illinois,0.1,2.15
county,"Warren County, Illinois",2007,Illinois,3.9,1.01
county,"Whiteside County, Illinois",2007,Illinois,1.1,2.15
county,"Will County, Illinois",2007,Illinois,11.4,
county,"Williamson County, Illinois",2007,Illinois,4,1.37
county,"Winnebago County, Illinois",2007,Illinois,13.3,1.58
county,"Allen County, Indiana",2007,Indiana,11.3,1.58
county,"Bartholomew County, Indiana",2007,Indiana,1.9,1.37
county,"Boone County, Indiana",2007,Indiana,2.1,
county,"Brown County, Indiana",2007,Indiana,0.6,
county,"Cass County, Indiana",2007,Indiana,1,1.19
county,"Clark County, Indiana",2007,Indiana,6.8,2.15
county,"Clinton County, Indiana",2007,Indiana,0.7,1.58
county,"Dearborn County, Indiana",2007,Indiana,0.5,
county,"DeKalb County, Indiana",2007,Indiana,0.2,1.58
county,"Delaware County, Indiana",2007,Indiana,6.4,1.58
county,"Elkhart County, Indiana",2007,Indiana,5.2,1.01
county,"Floyd County, Indiana",2007,Indiana,5,2.61
county,"Gibson County, Indiana",2007,Indiana,2.4,1.01
county,"Grant County, Indiana",2007,Indiana,7.1,1.58
county,"Greene County, Indiana",2007,Indiana,0.4,2.61
county,"Hamilton County, Indiana",2007,Indiana,3.9,3.43
county,"Hancock County, Indiana",2007,Indiana,2.7,
county,"Harrison County, Indiana",2007,Indiana,0.6,3.43
county,"Hendricks County, Indiana",2007,Indiana,7.5,
county,"Henry County, Indiana",2007,Indiana,2.5,2.61
county,"Howard County, Indiana",2007,Indiana,8.2,1.19
county,"Huntington County, Indiana",2007,Indiana,0.8,1.82
county,"Jackson County, Indiana",2007,Indiana,1.3,1.82
county,"Jay County, Indiana",2007,Indiana,0.4,1.01
county,"Jefferson County, Indiana",2007,Indiana,2,2.15
county,"Johnson County, Indiana",2007,Indiana,2.7,
county,"Kosciusko County, Indiana",2007,Indiana,0.7,1.58
county,"Lake County, Indiana",2007,Indiana,23.3,1.82
county,"LaPorte County, Indiana",2007,Indiana,10.7,1.82
county,"Lawrence County, Indiana",2007,Indiana,0.3,3.43
county,"Madison County, Indiana",2007,Indiana,7.9,3.43
county,"Marion County, Indiana",2007,Indiana,28.1,1.01
county,"Marshall County, Indiana",2007,Indiana,0.9,1.37
county,"Miami County, Indiana",2007,Indiana,4.4,2.61
county,"Monroe County, Indiana",2007,Indiana,3.4,1.82
county,"Morgan County, Indiana",2007,Indiana,0.3,
county,"Noble County, Indiana",2007,Indiana,0.3,1.82
county,"Orange County, Indiana",2007,Indiana,1.7,2.61
county,"Perry County, Indiana",2007,Indiana,2.9,1.58
county,"Porter County, Indiana",2007,Indiana,4.1,2.61
county,"Ripley County, Indiana",2007,Indiana,0.3,1.82
county,"St. Joseph County, Indiana",2007,Indiana,12.7,1.58
county,"Shelby County, Indiana",2007,Indiana,1.1,2.15
county,"Spencer County, Indiana",2007,Indiana,0.7,1.19
county,"Steuben County, Indiana",2007,Indiana,0.3,2.15
county,"Tippecanoe County, Indiana",2007,Indiana,5.8,1.58
county,"Tipton County, Indiana",2007,Indiana,0.3,3.43
county,"Union County, Indiana",2007,Indiana,0.3,3.43
county,"Vanderburgh County, Indiana",2007,Indiana,9.9,1.19
county,"Vigo County, Indiana",2007,Indiana,7.2,1.19
county,"Wabash County, Indiana",2007,Indiana,1.1,2.15
county,"Warren County, Indiana",2007,Indiana,0.3,
county,"Warrick County, Indiana",2007,Indiana,2,
county,"Wayne County, Indiana",2007,Indiana,4.7,1.58
county,"White County, Indiana",2007,Indiana,0.5,
county,"Whitley County, Indiana",2007,Indiana,0.4,2.61
county,"Adair County, Iowa",2007,Iowa,0.6,1.58
county,"Appanoose County, Iowa",2007,Iowa,0.2,1.82
county,"Benton County, Iowa",2007,Iowa,0.3,
county,"Black Hawk County, Iowa",2007,Iowa,9.5,1.19
county,"Bremer County, Iowa",2007,Iowa,0.9,1.58
county,"Butler County, Iowa",2007,Iowa,0.5,
county,"Calhoun County, Iowa",2007,Iowa,1.6,1.82
county,"Carroll County, Iowa",2007,Iowa,0.3,1.37
county,"Cass County, Iowa",2007,Iowa,0.7,2.15
county,"Cerro Gordo County, Iowa",2007,Iowa,2,1.58
county,"Clay County, Iowa",2007,Iowa,0.2,1.01
county,"Clinton County, Iowa",2007,Iowa,2.8,1.37
county,"Dallas County, Iowa",2007,Iowa,2,2.15
county,"Decatur County, Iowa",2007,Iowa,1.6,3.43
county,"Des Moines County, Iowa",2007,Iowa,6,1.01
county,"Dubuque County, Iowa",2007,Iowa,3,1.58
county,"Floyd County, Iowa",2007,Iowa,1.5,2.15
county,"Grundy County, Iowa",2007,Iowa,0.7,3.43
county,"Hardin County, Iowa",2007,Iowa,1.1,1.82
county,"Harrison County, Iowa",2007,Iowa,0.2,
county,"Henry County, Iowa",2007,Iowa,2.5,1.01
county,"Jackson County, Iowa",2007,Iowa,0.5,2.61
county,"Jasper County, Iowa",2007,Iowa,1.7,2.61
county,"Jefferson County, Iowa",2007,Iowa,6.7,1.37
county,"Johnson County, Iowa",2007,Iowa,7.2,1.58
county,"Jones County, Iowa",2007,Iowa,2.2,2.61
county,"Linn County, Iowa",2007,Iowa,5.9,1.19
